"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"66932",2007-02-01,"04:55:00","0.224","0.000","241.680","1.000","0.000","0.000","0.000"
"66933",2007-02-01,"04:56:00","0.224","0.000","241.380","1.000","0.000","0.000","0.000"
"66934",2007-02-01,"04:57:00","0.222","0.000","240.580","1.000","0.000","0.000","0.000"
"66935",2007-02-01,"04:58:00","0.222","0.000","240.810","1.000","0.000","0.000","0.000"
"66936",2007-02-01,"04:59:00","0.288","0.048","241.040","1.400","0.000","0.000","0.000"
"66937",2007-02-01,"05:00:00","0.300","0.090","241.540","1.200","0.000","0.000","0.000"
"66938",2007-02-01,"05:01:00","0.300","0.088","241.420","1.200","0.000","0.000","0.000"
"66939",2007-02-01,"05:02:00","0.300","0.088","241.450","1.200","0.000","0.000","0.000"
"66940",2007-02-01,"05:03:00","0.298","0.086","240.860","1.200","0.000","0.000","0.000"
"66941",2007-02-01,"05:04:00","0.294","0.084","239.840","1.200","0.000","0.000","0.000"
"66942",2007-02-01,"05:05:00","0.294","0.082","239.500","1.200","0.000","0.000","0.000"
"66943",2007-02-01,"05:06:00","0.292","0.082","239.820","1.200","0.000","0.000","0.000"
"66944",2007-02-01,"05:07:00","0.292","0.082","239.820","1.200","0.000","0.000","0.000"
"66945",2007-02-01,"05:08:00","0.248","0.000","240.780","1.000","0.000","0.000","0.000"
"66946",2007-02-01,"05:09:00","0.222","0.000","240.920","1.000","0.000","0.000","0.000"
"66947",2007-02-01,"05:10:00","0.222","0.000","240.740","1.000","0.000","0.000","0.000"
"66948",2007-02-01,"05:11:00","0.222","0.000","241.150","1.000","0.000","0.000","0.000"
"66949",2007-02-01,"05:12:00","0.224","0.000","241.370","1.000","0.000","0.000","0.000"
"66950",2007-02-01,"05:13:00","0.224","0.000","241.710","1.000","0.000","0.000","0.000"
"66951",2007-02-01,"05:14:00","0.226","0.000","242.680","1.000","0.000","0.000","0.000"
"66952",2007-02-01,"05:15:00","0.226","0.000","243.110","1.000","0.000","0.000","0.000"
"66953",2007-02-01,"05:16:00","0.226","0.000","243.060","1.000","0.000","0.000","0.000"
"66954",2007-02-01,"05:17:00","0.226","0.000","243.010","1.000","0.000","0.000","0.000"
"66955",2007-02-01,"05:18:00","0.226","0.000","242.770","1.000","0.000","0.000","0.000"
"66956",2007-02-01,"05:19:00","0.224","0.000","241.510","1.000","0.000","0.000","0.000"
"66957",2007-02-01,"05:20:00","0.224","0.000","241.420","1.000","0.000","0.000","0.000"
"66958",2007-02-01,"05:21:00","0.300","0.062","240.770","1.400","0.000","0.000","0.000"
"66959",2007-02-01,"05:22:00","0.334","0.116","240.810","1.400","0.000","0.000","0.000"
"66960",2007-02-01,"05:23:00","0.330","0.116","240.950","1.400","0.000","0.000","0.000"
"66961",2007-02-01,"05:24:00","0.328","0.120","241.430","1.400","0.000","0.000","0.000"
"66962",2007-02-01,"05:25:00","0.328","0.120","241.520","1.400","0.000","0.000","0.000"
"66963",2007-02-01,"05:26:00","0.326","0.120","241.490","1.400","0.000","0.000","0.000"
"66964",2007-02-01,"05:27:00","0.324","0.118","240.890","1.400","0.000","0.000","0.000"
"66965",2007-02-01,"05:28:00","0.322","0.118","240.910","1.400","0.000","0.000","0.000"
"66966",2007-02-01,"05:29:00","0.322","0.122","241.850","1.400","0.000","0.000","0.000"
"66967",2007-02-01,"05:30:00","0.320","0.118","241.110","1.400","0.000","0.000","0.000"
"66968",2007-02-01,"05:31:00","0.318","0.118","240.930","1.400","0.000","0.000","0.000"
"66969",2007-02-01,"05:32:00","0.318","0.118","240.880","1.400","0.000","0.000","0.000"
"66970",2007-02-01,"05:33:00","0.316","0.116","240.670","1.400","0.000","0.000","0.000"
"66971",2007-02-01,"05:34:00","0.316","0.114","240.340","1.400","0.000","0.000","0.000"
"66972",2007-02-01,"05:35:00","0.270","0.052","240.200","1.200","0.000","0.000","0.000"
"66973",2007-02-01,"05:36:00","0.222","0.000","240.620","1.000","0.000","0.000","0.000"
"66974",2007-02-01,"05:37:00","1.138","0.000","240.100","5.000","0.000","0.000","13.000"
"66975",2007-02-01,"05:38:00","1.320","0.000","239.790","5.400","0.000","0.000","19.000"
"66976",2007-02-01,"05:39:00","1.302","0.000","239.360","5.400","0.000","0.000","18.000"
"66977",2007-02-01,"05:40:00","1.290","0.000","239.250","5.400","0.000","0.000","17.000"
"66978",2007-02-01,"05:41:00","1.278","0.000","238.560","5.200","0.000","0.000","18.000"
"66979",2007-02-01,"05:42:00","1.276","0.000","238.610","5.200","0.000","0.000","18.000"
"66980",2007-02-01,"05:43:00","1.282","0.000","239.310","5.200","0.000","0.000","17.000"
"66981",2007-02-01,"05:44:00","1.284","0.000","239.560","5.200","0.000","0.000","18.000"
"66982",2007-02-01,"05:45:00","1.290","0.000","240.290","5.200","0.000","0.000","18.000"
"66983",2007-02-01,"05:46:00","1.290","0.000","240.300","5.200","0.000","0.000","17.000"
"66984",2007-02-01,"05:47:00","1.336","0.000","239.670","5.600","0.000","0.000","18.000"
"66985",2007-02-01,"05:48:00","1.354","0.072","239.520","5.600","0.000","0.000","18.000"
"66986",2007-02-01,"05:49:00","1.350","0.072","239.020","5.600","0.000","0.000","17.000"
"66987",2007-02-01,"05:50:00","1.340","0.068","238.150","5.600","0.000","0.000","18.000"
"66988",2007-02-01,"05:51:00","1.342","0.068","238.350","5.600","0.000","0.000","17.000"
"66989",2007-02-01,"05:52:00","1.336","0.068","237.970","5.600","0.000","0.000","17.000"
"66990",2007-02-01,"05:53:00","1.340","0.070","238.560","5.600","0.000","0.000","18.000"
"66991",2007-02-01,"05:54:00","1.342","0.070","238.900","5.600","0.000","0.000","17.000"
"66992",2007-02-01,"05:55:00","1.340","0.070","238.840","5.600","0.000","0.000","18.000"
"66993",2007-02-01,"05:56:00","1.302","0.000","238.710","5.400","0.000","0.000","17.000"
"66994",2007-02-01,"05:57:00","1.278","0.000","239.310","5.200","0.000","0.000","18.000"
"66995",2007-02-01,"05:58:00","1.284","0.000","239.910","5.200","0.000","0.000","17.000"
"66996",2007-02-01,"05:59:00","1.286","0.000","239.840","5.200","0.000","0.000","18.000"
"66997",2007-02-01,"06:00:00","1.282","0.000","239.020","5.200","0.000","0.000","18.000"
"66998",2007-02-01,"06:01:00","1.294","0.000","240.310","5.400","0.000","0.000","17.000"
"66999",2007-02-01,"06:02:00","1.346","0.000","240.220","5.600","0.000","0.000","18.000"
"67000",2007-02-01,"06:03:00","1.404","0.104","240.290","5.800","0.000","0.000","18.000"
"67001",2007-02-01,"06:04:00","1.410","0.108","241.270","5.800","0.000","0.000","17.000"
"67002",2007-02-01,"06:05:00","1.424","0.116","242.850","5.800","0.000","0.000","19.000"
"67003",2007-02-01,"06:06:00","1.424","0.118","243.010","5.800","0.000","0.000","18.000"
"67004",2007-02-01,"06:07:00","1.422","0.118","242.530","5.800","0.000","0.000","18.000"
"67005",2007-02-01,"06:08:00","1.490","0.132","241.970","6.200","0.000","0.000","18.000"
"67006",2007-02-01,"06:09:00","1.494","0.130","241.650","6.200","0.000","0.000","18.000"
"67007",2007-02-01,"06:10:00","1.488","0.128","241.330","6.200","0.000","0.000","17.000"
"67008",2007-02-01,"06:11:00","1.484","0.128","241.000","6.200","0.000","0.000","18.000"
"67009",2007-02-01,"06:12:00","1.476","0.126","240.540","6.000","0.000","0.000","18.000"
"67010",2007-02-01,"06:13:00","1.470","0.122","240.320","6.000","0.000","0.000","18.000"
"67011",2007-02-01,"06:14:00","0.858","0.112","241.160","4.000","0.000","0.000","6.000"
"67012",2007-02-01,"06:15:00","0.558","0.118","241.860","2.400","0.000","0.000","0.000"
"67013",2007-02-01,"06:16:00","0.580","0.128","242.530","2.400","0.000","0.000","0.000"
"67014",2007-02-01,"06:17:00","0.552","0.112","243.110","2.200","0.000","1.000","0.000"
"67015",2007-02-01,"06:18:00","0.548","0.110","242.630","2.200","0.000","2.000","0.000"
"67016",2007-02-01,"06:19:00","0.502","0.110","242.760","2.000","0.000","1.000","0.000"
"67017",2007-02-01,"06:20:00","0.490","0.114","243.230","2.000","0.000","1.000","0.000"
"67018",2007-02-01,"06:21:00","0.490","0.114","243.510","2.000","0.000","2.000","0.000"
"67019",2007-02-01,"06:22:00","1.102","0.106","242.820","5.000","0.000","1.000","8.000"
"67020",2007-02-01,"06:23:00","1.590","0.098","241.820","6.600","0.000","2.000","18.000"
"67021",2007-02-01,"06:24:00","1.590","0.102","242.860","6.400","0.000","1.000","19.000"
"67022",2007-02-01,"06:25:00","1.586","0.102","243.140","6.400","0.000","1.000","18.000"
"67023",2007-02-01,"06:26:00","1.588","0.104","243.560","6.400","0.000","2.000","18.000"
"67024",2007-02-01,"06:27:00","1.584","0.104","243.350","6.400","0.000","1.000","18.000"
"67025",2007-02-01,"06:28:00","1.580","0.102","243.220","6.400","0.000","1.000","19.000"
"67026",2007-02-01,"06:29:00","1.580","0.104","243.310","6.400","0.000","2.000","18.000"
"67027",2007-02-01,"06:30:00","1.578","0.104","243.250","6.400","0.000","1.000","18.000"
"67028",2007-02-01,"06:31:00","1.578","0.104","243.470","6.400","0.000","1.000","18.000"
"67029",2007-02-01,"06:32:00","1.578","0.104","243.510","6.400","0.000","2.000","18.000"
"67030",2007-02-01,"06:33:00","1.570","0.102","242.990","6.400","0.000","1.000","18.000"
"67031",2007-02-01,"06:34:00","1.574","0.104","243.470","6.400","0.000","1.000","18.000"
"67032",2007-02-01,"06:35:00","1.606","0.128","243.180","6.600","0.000","2.000","19.000"
"67033",2007-02-01,"06:36:00","2.246","0.228","241.120","9.400","0.000","1.000","17.000"
"67034",2007-02-01,"06:37:00","2.658","0.224","240.560","11.000","0.000","1.000","18.000"
"67035",2007-02-01,"06:38:00","4.962","0.204","238.690","22.400","0.000","1.000","18.000"
"67036",2007-02-01,"06:39:00","6.536","0.188","236.900","27.600","0.000","2.000","17.000"
"67037",2007-02-01,"06:40:00","5.292","0.202","238.440","22.200","0.000","1.000","17.000"
"67038",2007-02-01,"06:41:00","5.810","0.208","237.640","24.400","0.000","1.000","18.000"
"67039",2007-02-01,"06:42:00","5.606","0.262","237.630","23.800","0.000","1.000","17.000"
"67040",2007-02-01,"06:43:00","4.678","0.310","238.980","19.800","0.000","1.000","17.000"
"67041",2007-02-01,"06:44:00","3.900","0.380","239.750","16.400","0.000","2.000","18.000"
"67042",2007-02-01,"06:45:00","3.368","0.322","240.290","14.000","0.000","0.000","18.000"
"67043",2007-02-01,"06:46:00","3.180","0.270","240.730","13.200","0.000","0.000","18.000"
"67044",2007-02-01,"06:47:00","3.178","0.266","240.650","13.200","0.000","0.000","17.000"
"67045",2007-02-01,"06:48:00","3.192","0.268","240.940","13.200","0.000","0.000","18.000"
"67046",2007-02-01,"06:49:00","3.252","0.268","240.980","13.400","0.000","0.000","18.000"
"67047",2007-02-01,"06:50:00","3.124","0.160","240.730","13.000","0.000","0.000","18.000"
"67048",2007-02-01,"06:51:00","2.792","0.122","240.630","11.600","0.000","0.000","17.000"
"67049",2007-02-01,"06:52:00","2.808","0.124","240.930","11.600","0.000","0.000","18.000"
"67050",2007-02-01,"06:53:00","2.818","0.126","241.430","11.600","0.000","0.000","18.000"
"67051",2007-02-01,"06:54:00","2.812","0.126","241.530","11.600","0.000","0.000","18.000"
"67052",2007-02-01,"06:55:00","2.970","0.122","241.060","12.200","0.000","0.000","18.000"
"67053",2007-02-01,"06:56:00","3.004","0.118","240.630","12.400","0.000","0.000","18.000"
"67054",2007-02-01,"06:57:00","2.974","0.118","240.310","12.400","0.000","0.000","17.000"
"67055",2007-02-01,"06:58:00","2.924","0.000","241.080","12.000","0.000","0.000","18.000"
"67056",2007-02-01,"06:59:00","2.912","0.000","241.480","12.000","0.000","0.000","18.000"
"67057",2007-02-01,"07:00:00","2.708","0.000","241.550","11.200","0.000","0.000","18.000"
"67058",2007-02-01,"07:01:00","3.180","0.000","240.460","13.200","0.000","0.000","18.000"
"67059",2007-02-01,"07:02:00","3.026","0.000","240.230","12.600","0.000","0.000","17.000"
"67060",2007-02-01,"07:03:00","2.992","0.000","240.000","12.400","0.000","0.000","18.000"
"67061",2007-02-01,"07:04:00","2.938","0.000","239.540","12.200","0.000","0.000","17.000"
"67062",2007-02-01,"07:05:00","2.930","0.000","239.800","12.200","0.000","0.000","18.000"
"67063",2007-02-01,"07:06:00","2.934","0.000","240.060","12.200","0.000","0.000","18.000"
"67064",2007-02-01,"07:07:00","2.894","0.000","239.770","12.000","0.000","0.000","17.000"
"67065",2007-02-01,"07:08:00","2.842","0.000","238.820","11.800","0.000","0.000","18.000"
"67066",2007-02-01,"07:09:00","2.874","0.000","240.230","11.800","0.000","0.000","18.000"
"67067",2007-02-01,"07:10:00","2.360","0.000","242.680","9.800","0.000","0.000","18.000"
"67068",2007-02-01,"07:11:00","2.106","0.000","243.290","8.600","0.000","0.000","18.000"
"67069",2007-02-01,"07:12:00","2.126","0.000","242.090","8.800","0.000","0.000","18.000"
"67070",2007-02-01,"07:13:00","2.108","0.000","241.560","8.600","0.000","0.000","18.000"
"67071",2007-02-01,"07:14:00","2.108","0.000","241.180","8.600","0.000","0.000","17.000"
"67072",2007-02-01,"07:15:00","2.108","0.000","240.600","8.800","0.000","0.000","18.000"
"67073",2007-02-01,"07:16:00","2.120","0.000","240.610","8.800","0.000","0.000","18.000"
"67074",2007-02-01,"07:17:00","2.116","0.000","240.220","8.800","0.000","0.000","18.000"
"67075",2007-02-01,"07:18:00","2.060","0.000","239.650","8.600","0.000","0.000","17.000"
"67076",2007-02-01,"07:19:00","2.586","0.000","239.340","10.800","0.000","0.000","18.000"
"67077",2007-02-01,"07:20:00","2.448","0.094","239.060","10.200","0.000","0.000","17.000"
"67078",2007-02-01,"07:21:00","2.088","0.102","240.270","8.600","0.000","0.000","18.000"
"67079",2007-02-01,"07:22:00","2.150","0.092","239.630","9.000","0.000","0.000","18.000"
"67080",2007-02-01,"07:23:00","2.206","0.090","239.790","9.200","0.000","0.000","17.000"
"67081",2007-02-01,"07:24:00","2.292","0.180","239.560","9.600","0.000","0.000","18.000"
"67082",2007-02-01,"07:25:00","2.320","0.220","239.290","9.600","0.000","0.000","17.000"
"67083",2007-02-01,"07:26:00","2.494","0.212","238.520","10.400","0.000","0.000","18.000"
"67084",2007-02-01,"07:27:00","2.670","0.214","239.100","11.200","0.000","0.000","17.000"
"67085",2007-02-01,"07:28:00","3.066","0.212","239.750","12.800","0.000","0.000","18.000"
"67086",2007-02-01,"07:29:00","2.760","0.214","240.020","11.400","0.000","0.000","18.000"
"67087",2007-02-01,"07:30:00","3.070","0.222","239.360","12.800","0.000","0.000","17.000"
"67088",2007-02-01,"07:31:00","3.004","0.162","238.980","12.600","0.000","0.000","18.000"
"67089",2007-02-01,"07:32:00","3.492","0.114","237.960","14.600","0.000","0.000","17.000"
"67090",2007-02-01,"07:33:00","3.628","0.114","237.510","15.200","0.000","0.000","17.000"
"67091",2007-02-01,"07:34:00","3.730","0.114","237.610","15.600","0.000","0.000","18.000"
"67092",2007-02-01,"07:35:00","4.332","0.228","236.960","18.400","0.000","0.000","17.000"
"67093",2007-02-01,"07:36:00","3.904","0.108","236.510","16.400","0.000","0.000","17.000"
"67094",2007-02-01,"07:37:00","3.766","0.110","237.170","15.800","0.000","0.000","17.000"
"67095",2007-02-01,"07:38:00","5.268","0.102","236.550","23.400","0.000","0.000","17.000"
"67096",2007-02-01,"07:39:00","7.482","0.000","233.620","32.000","0.000","0.000","17.000"
"67097",2007-02-01,"07:40:00","5.024","0.000","236.410","21.600","0.000","0.000","17.000"
"67098",2007-02-01,"07:41:00","3.592","0.000","237.720","15.000","0.000","0.000","18.000"
"67099",2007-02-01,"07:42:00","4.684","0.000","236.480","19.800","0.000","0.000","17.000"
"67100",2007-02-01,"07:43:00","4.764","0.000","236.330","20.000","0.000","0.000","17.000"
"67101",2007-02-01,"07:44:00","3.552","0.000","237.910","14.800","0.000","0.000","17.000"
"67102",2007-02-01,"07:45:00","3.466","0.000","236.380","14.600","0.000","0.000","17.000"
"67103",2007-02-01,"07:46:00","3.286","0.000","237.140","13.800","0.000","0.000","18.000"
"67104",2007-02-01,"07:47:00","3.200","0.000","236.820","13.400","0.000","0.000","17.000"
"67105",2007-02-01,"07:48:00","3.196","0.000","236.650","13.400","0.000","0.000","17.000"
"67106",2007-02-01,"07:49:00","3.332","0.000","236.210","14.000","0.000","0.000","17.000"
"67107",2007-02-01,"07:50:00","3.406","0.166","236.640","14.400","0.000","0.000","17.000"
"67108",2007-02-01,"07:51:00","3.184","0.154","236.560","13.400","0.000","0.000","17.000"
"67109",2007-02-01,"07:52:00","2.960","0.146","236.300","12.400","0.000","0.000","18.000"
"67110",2007-02-01,"07:53:00","2.874","0.086","236.540","12.000","0.000","0.000","17.000"
"67111",2007-02-01,"07:54:00","2.580","0.000","236.750","10.800","0.000","0.000","17.000"
"67112",2007-02-01,"07:55:00","2.566","0.000","236.460","10.800","0.000","0.000","17.000"
"67113",2007-02-01,"07:56:00","2.546","0.000","235.460","10.800","0.000","0.000","17.000"
"67114",2007-02-01,"07:57:00","2.634","0.046","236.310","11.000","0.000","0.000","17.000"
"67115",2007-02-01,"07:58:00","2.678","0.102","236.800","11.200","0.000","0.000","17.000"
"67116",2007-02-01,"07:59:00","2.686","0.100","236.510","11.200","0.000","0.000","18.000"
"67117",2007-02-01,"08:00:00","2.832","0.220","235.970","12.000","0.000","0.000","17.000"
"67118",2007-02-01,"08:01:00","2.744","0.194","235.220","11.600","0.000","0.000","17.000"
"67119",2007-02-01,"08:02:00","2.728","0.196","235.770","11.600","0.000","0.000","17.000"
"67120",2007-02-01,"08:03:00","2.708","0.192","234.860","11.400","0.000","0.000","17.000"
"67121",2007-02-01,"08:04:00","2.694","0.190","234.290","11.400","0.000","0.000","16.000"
"67122",2007-02-01,"08:05:00","2.788","0.186","233.780","11.800","0.000","0.000","17.000"
"67123",2007-02-01,"08:06:00","2.812","0.188","234.290","12.000","0.000","0.000","17.000"
"67124",2007-02-01,"08:07:00","2.820","0.200","234.310","12.000","0.000","0.000","17.000"
"67125",2007-02-01,"08:08:00","2.886","0.214","233.840","12.400","0.000","0.000","17.000"
"67126",2007-02-01,"08:09:00","4.116","0.194","233.050","17.600","2.000","0.000","16.000"
"67127",2007-02-01,"08:10:00","2.878","0.200","234.550","12.200","1.000","0.000","17.000"
"67128",2007-02-01,"08:11:00","2.860","0.196","233.910","12.200","1.000","0.000","17.000"
"67129",2007-02-01,"08:12:00","2.766","0.198","234.080","11.800","1.000","0.000","17.000"
"67130",2007-02-01,"08:13:00","2.660","0.170","234.310","11.400","2.000","0.000","17.000"
"67131",2007-02-01,"08:14:00","2.516","0.000","235.010","10.600","1.000","0.000","17.000"
"67132",2007-02-01,"08:15:00","2.698","0.174","235.510","11.400","1.000","0.000","17.000"
"67133",2007-02-01,"08:16:00","2.990","0.186","237.830","12.600","1.000","0.000","17.000"
"67134",2007-02-01,"08:17:00","2.632","0.080","238.630","11.000","1.000","0.000","17.000"
"67135",2007-02-01,"08:18:00","2.664","0.000","238.590","11.000","2.000","0.000","18.000"
"67136",2007-02-01,"08:19:00","2.712","0.000","238.060","11.400","1.000","0.000","17.000"
"67137",2007-02-01,"08:20:00","2.702","0.000","238.420","11.200","1.000","0.000","18.000"
"67138",2007-02-01,"08:21:00","2.906","0.000","238.670","12.200","1.000","0.000","17.000"
"67139",2007-02-01,"08:22:00","3.246","0.000","238.010","13.800","2.000","0.000","18.000"
"67140",2007-02-01,"08:23:00","2.774","0.000","237.860","11.600","1.000","0.000","17.000"
"67141",2007-02-01,"08:24:00","2.768","0.000","237.860","11.600","1.000","0.000","17.000"
"67142",2007-02-01,"08:25:00","2.774","0.000","238.230","11.600","1.000","0.000","18.000"
"67143",2007-02-01,"08:26:00","2.750","0.000","237.470","11.600","1.000","0.000","17.000"
"67144",2007-02-01,"08:27:00","2.744","0.000","238.130","11.400","1.000","0.000","17.000"
"67145",2007-02-01,"08:28:00","2.764","0.000","237.450","11.600","1.000","0.000","18.000"
"67146",2007-02-01,"08:29:00","4.348","0.000","236.190","18.800","27.000","0.000","17.000"
"67147",2007-02-01,"08:30:00","4.982","0.000","236.120","21.000","38.000","0.000","17.000"
"67148",2007-02-01,"08:31:00","4.966","0.000","235.880","21.000","37.000","0.000","17.000"
"67149",2007-02-01,"08:32:00","5.020","0.000","235.420","21.200","37.000","0.000","17.000"
"67150",2007-02-01,"08:33:00","4.978","0.000","235.490","21.000","38.000","0.000","17.000"
"67151",2007-02-01,"08:34:00","4.866","0.000","234.550","20.600","37.000","0.000","17.000"
"67152",2007-02-01,"08:35:00","4.840","0.000","235.380","20.400","37.000","0.000","17.000"
"67153",2007-02-01,"08:36:00","4.888","0.000","236.070","20.600","37.000","0.000","17.000"
"67154",2007-02-01,"08:37:00","5.176","0.000","234.840","22.000","37.000","0.000","17.000"
"67155",2007-02-01,"08:38:00","4.506","0.000","234.930","19.000","37.000","0.000","17.000"
"67156",2007-02-01,"08:39:00","4.608","0.048","235.000","19.600","37.000","0.000","17.000"
"67157",2007-02-01,"08:40:00","4.718","0.088","234.170","20.000","37.000","0.000","16.000"
"67158",2007-02-01,"08:41:00","4.700","0.086","233.910","20.000","37.000","0.000","17.000"
"67159",2007-02-01,"08:42:00","4.672","0.090","235.150","19.800","37.000","0.000","17.000"
"67160",2007-02-01,"08:43:00","2.620","0.110","237.550","11.000","2.000","0.000","17.000"
"67161",2007-02-01,"08:44:00","2.588","0.182","237.120","11.000","1.000","0.000","18.000"
"67162",2007-02-01,"08:45:00","2.758","0.420","236.480","11.800","1.000","1.000","17.000"
"67163",2007-02-01,"08:46:00","2.904","0.408","237.010","12.200","2.000","1.000","17.000"
"67164",2007-02-01,"08:47:00","2.906","0.400","236.940","12.200","1.000","1.000","17.000"
"67165",2007-02-01,"08:48:00","2.980","0.482","236.670","12.600","1.000","2.000","18.000"
"67166",2007-02-01,"08:49:00","2.984","0.500","237.000","12.600","1.000","1.000","17.000"
"67167",2007-02-01,"08:50:00","2.968","0.494","236.340","12.600","1.000","1.000","17.000"
"67168",2007-02-01,"08:51:00","2.956","0.488","235.650","12.600","2.000","2.000","17.000"
"67169",2007-02-01,"08:52:00","2.960","0.490","235.710","12.600","1.000","1.000","17.000"
"67170",2007-02-01,"08:53:00","2.962","0.492","235.820","12.600","1.000","2.000","17.000"
"67171",2007-02-01,"08:54:00","2.898","0.464","235.850","12.400","1.000","1.000","17.000"
"67172",2007-02-01,"08:55:00","3.248","0.190","235.920","14.000","1.000","1.000","17.000"
"67173",2007-02-01,"08:56:00","2.746","0.194","236.250","11.600","2.000","2.000","17.000"
"67174",2007-02-01,"08:57:00","2.744","0.192","236.130","11.600","1.000","1.000","17.000"
"67175",2007-02-01,"08:58:00","2.754","0.196","236.760","11.600","1.000","1.000","18.000"
"67176",2007-02-01,"08:59:00","2.664","0.176","236.910","11.200","1.000","2.000","17.000"
"67177",2007-02-01,"09:00:00","3.260","0.136","236.020","14.000","1.000","1.000","17.000"
"67178",2007-02-01,"09:01:00","2.402","0.104","237.230","10.000","2.000","1.000","17.000"
"67179",2007-02-01,"09:02:00","2.406","0.106","237.480","10.000","1.000","2.000","17.000"
"67180",2007-02-01,"09:03:00","2.410","0.108","237.820","10.000","1.000","1.000","18.000"
"67181",2007-02-01,"09:04:00","2.164","0.106","237.980","9.200","1.000","1.000","17.000"
"67182",2007-02-01,"09:05:00","1.906","0.104","238.350","8.000","1.000","1.000","18.000"
"67183",2007-02-01,"09:06:00","1.898","0.102","237.720","8.000","2.000","2.000","17.000"
"67184",2007-02-01,"09:07:00","1.904","0.104","237.890","8.000","1.000","1.000","17.000"
"67185",2007-02-01,"09:08:00","1.908","0.104","238.190","8.000","1.000","1.000","18.000"
"67186",2007-02-01,"09:09:00","1.902","0.104","237.850","8.000","1.000","1.000","17.000"
"67187",2007-02-01,"09:10:00","1.904","0.104","237.880","8.000","1.000","1.000","17.000"
"67188",2007-02-01,"09:11:00","1.896","0.102","237.500","8.000","2.000","2.000","18.000"
"67189",2007-02-01,"09:12:00","1.900","0.102","237.700","8.000","1.000","1.000","17.000"
"67190",2007-02-01,"09:13:00","1.850","0.000","237.380","7.800","1.000","0.000","17.000"
"67191",2007-02-01,"09:14:00","1.840","0.000","238.280","7.600","1.000","0.000","18.000"
"67192",2007-02-01,"09:15:00","1.830","0.000","237.770","7.600","1.000","0.000","17.000"
"67193",2007-02-01,"09:16:00","1.830","0.000","237.680","7.600","2.000","0.000","17.000"
"67194",2007-02-01,"09:17:00","1.810","0.000","237.450","7.600","1.000","0.000","18.000"
"67195",2007-02-01,"09:18:00","1.658","0.000","237.340","7.000","1.000","0.000","17.000"
"67196",2007-02-01,"09:19:00","1.654","0.000","237.280","6.800","1.000","0.000","17.000"
"67197",2007-02-01,"09:20:00","1.722","0.056","236.790","7.200","2.000","0.000","17.000"
"67198",2007-02-01,"09:21:00","1.760","0.114","237.170","7.400","1.000","0.000","18.000"
"67199",2007-02-01,"09:22:00","1.768","0.116","237.310","7.400","1.000","0.000","17.000"
"67200",2007-02-01,"09:23:00","1.766","0.116","237.300","7.400","1.000","0.000","17.000"
"67201",2007-02-01,"09:24:00","1.842","0.118","237.740","7.800","1.000","0.000","17.000"
"67202",2007-02-01,"09:25:00","1.678","0.128","237.890","7.000","2.000","0.000","18.000"
"67203",2007-02-01,"09:26:00","1.444","0.120","237.600","6.000","1.000","0.000","17.000"
"67204",2007-02-01,"09:27:00","1.444","0.122","237.920","6.000","1.000","0.000","17.000"
"67205",2007-02-01,"09:28:00","1.448","0.124","238.270","6.000","1.000","0.000","18.000"
"67206",2007-02-01,"09:29:00","1.444","0.122","238.100","6.000","2.000","0.000","17.000"
"67207",2007-02-01,"09:30:00","1.448","0.124","238.540","6.000","1.000","0.000","18.000"
"67208",2007-02-01,"09:31:00","1.444","0.126","238.710","6.000","1.000","0.000","17.000"
"67209",2007-02-01,"09:32:00","1.434","0.122","238.060","6.000","1.000","0.000","18.000"
"67210",2007-02-01,"09:33:00","1.518","0.216","237.850","6.400","1.000","0.000","17.000"
"67211",2007-02-01,"09:34:00","1.490","0.256","237.550","6.200","1.000","0.000","17.000"
"67212",2007-02-01,"09:35:00","1.474","0.248","237.380","6.200","1.000","0.000","17.000"
"67213",2007-02-01,"09:36:00","1.458","0.246","237.490","6.200","1.000","0.000","18.000"
"67214",2007-02-01,"09:37:00","1.518","0.234","237.460","6.400","1.000","0.000","17.000"
"67215",2007-02-01,"09:38:00","1.444","0.116","238.820","6.000","1.000","0.000","18.000"
"67216",2007-02-01,"09:39:00","1.430","0.098","238.510","6.000","2.000","0.000","17.000"
"67217",2007-02-01,"09:40:00","1.418","0.094","238.160","5.800","1.000","0.000","17.000"
"67218",2007-02-01,"09:41:00","1.420","0.094","238.160","5.800","1.000","0.000","18.000"
"67219",2007-02-01,"09:42:00","1.416","0.094","238.100","5.800","1.000","0.000","17.000"
"67220",2007-02-01,"09:43:00","1.406","0.092","237.500","5.800","1.000","0.000","17.000"
"67221",2007-02-01,"09:44:00","1.384","0.104","237.390","5.800","1.000","0.000","18.000"
"67222",2007-02-01,"09:45:00","1.348","0.076","238.030","5.600","1.000","0.000","17.000"
"67223",2007-02-01,"09:46:00","1.300","0.000","238.160","5.400","1.000","0.000","17.000"
"67224",2007-02-01,"09:47:00","1.332","0.000","238.270","5.600","1.000","0.000","18.000"
"67225",2007-02-01,"09:48:00","2.402","0.000","236.870","11.000","17.000","0.000","17.000"
"67226",2007-02-01,"09:49:00","3.496","0.000","235.980","14.800","37.000","0.000","17.000"
"67227",2007-02-01,"09:50:00","3.492","0.000","235.930","14.800","37.000","0.000","17.000"
